node,degree_centrality,betweenness,closeness
64,0.001733531451213472,6.57420497648389e-06,0.2790408403012922
65,0.0029717682020802376,8.840589222060612e-07,0.2612915749967646
66,0.003714710252600297,4.168124094793119e-07,0.2613423079412336
67,0.018821198613174838,0.0010510600153195743,0.27581967213114755
68,0.002228826151560178,1.9816695566014368e-07,0.2612408617454875
69,0.0024764735017335313,1.4824990054120596e-07,0.26125776397515527
70,0.0004952947003467063,0.0,0.26112260734609416
71,0.0007429420505200594,0.0,0.2611394942766604
72,0.005943536404160475,1.1690851644768625e-06,0.26149462504856885
73,0.0024764735017335313,5.001356499994102e-07,0.26125776397515527
74,0.00024764735017335313,0.0,0.26110572259941806
75,0.003467062902426944,1.1467995119221277e-07,0.26132539477090344
76,0.0007429420505200594,0.0,0.2611394942766604
77,0.0014858841010401188,0.0,0.26119016817593793
78,0.002228826151560178,0.0,0.2612408617454875
79,0.0029717682020802376,1.838556331738882e-08,0.2612915749967646
80,0.005695889053987122,0.00015624173853271493,0.2679140127388535
81,0.0007429420505200594,0.0,0.2611394942766604
82,0.008420009905894007,4.36828602610906e-06,0.26166407465007774
83,0.001733531451213472,0.0,0.2612070638463031
84,0.0032194155522535907,2.274201729242601e-06,0.2613084837895554
85,0.003467062902426944,5.068730112079133e-07,0.26132539477090344
86,0.0014858841010401188,0.0,0.26119016817593793
87,0.0032194155522535907,2.1143726736688725e-05,0.27463782901448686
88,0.004952947003467063,2.0223645564245016e-06,0.26142690664249646
89,0.001981178801386825,0.0,0.2612239617026782
90,0.0004952947003467063,0.0,0.26112260734609416
91,0.001981178801386825,0.0,0.2612239617026782
92,0.005200594353640416,4.057704330183894e-07,0.2614438329556491
93,0.001981178801386825,1.9816695566014368e-07,0.2612239617026782
94,0.005448241703813769,2.902909987378653e-06,0.26146076146076147
95,0.0014858841010401188,0.0,0.26119016817593793
96,0.002228826151560178,0.0,0.2612408617454875
97,0.0007429420505200594,0.0,0.2611394942766604
98,0.012134720158494303,7.1889031040265716e-06,0.26191866121813584
99,0.0032194155522535907,2.6929473795958806e-06,0.2613084837895554
100,0.002228826151560178,0.0,0.2612408617454875
101,0.0047052996532937095,5.249065194569282e-07,0.2614099825208778
102,0.0014858841010401188,0.0,0.26119016817593793
103,0.00396235760277365,7.497191455522347e-05,0.2746938775510204
104,0.0079247152055473,2.1866160078772755e-06,0.2616301671634055
105,0.003467062902426944,1.0458811548729804e-07,0.26132539477090344
106,0.001981178801386825,5.532160845512344e-07,0.2612239617026782
107,0.258791480931154,0.4897065526721253,0.45969945355191255
108,0.0032194155522535907,2.933333056547035e-07,0.2613084837895554
109,0.009162951956414065,1.0678989441129269e-05,0.26171495236243436
110,0.0012382367508667657,0.0,0.2611732746911584
111,0.003467062902426944,6.48760866744518e-07,0.26132539477090344
112,0.0007429420505200594,0.0,0.2611394942766604
113,0.009905894006934125,1.77555067863684e-06,0.2617658498638662
114,0.00024764735017335313,0.0,0.26110572259941806
115,0.005200594353640416,9.580625248200179e-06,0.2614438329556491
116,0.004210004952947003,2.080359846027421e-06,0.2613761408505405
117,0.0014858841010401188,7.307406489967797e-07,0.26119016817593793
118,0.008915304606240713,1.3459792314893381e-05,0.26169799092676604
119,0.015354135710747894,0.0020193891396965637,0.2801054384017758
120,0.0009905894006934125,2.023593024950301e-05,0.27446982055464925
121,0.0029717682020802376,4.478415922557612e-07,0.2612915749967646
122,0.015601783060921248,0.001040756552354911,0.27557496758343003
123,0.004457652303120356,3.697234737381978e-07,0.2613930605903677
124,0.0009905894006934125,0.0,0.26115638339154057
125,0.0009905894006934125,3.7249743404669053e-06,0.27446982055464925
126,0.001733531451213472,6.811989100817439e-07,0.2612070638463031
127,0.00396235760277365,5.156844641610558e-07,0.2613592233009709
128,0.006934125804853888,2.443447193455852e-06,0.2615623785464438
129,0.001733531451213472,0.0,0.2612070638463031
130,0.00396235760277365,3.012146235923491e-06,0.2613592233009709
131,0.001733531451213472,0.0,0.2612070638463031
132,0.00396235760277365,0.0,0.2613592233009709
133,0.004457652303120356,3.084798030244433e-06,0.2613930605903677
134,0.0047052996532937095,7.418660936124399e-07,0.2614099825208778
135,0.0024764735017335313,0.0,0.26125776397515527
136,0.03293709757305597,0.028431458770618506,0.2941862159405508
137,0.00396235760277365,3.05153520412376e-06,0.2613592233009709
138,0.0004952947003467063,0.0,0.26112260734609416
139,0.002228826151560178,0.0,0.2612408617454875
140,0.0027241208519068845,0.0,0.2612746683921061
141,0.006934125804853888,6.453245390903701e-06,0.2615623785464438
142,0.010648836057454186,5.240848161587972e-06,0.261816767165921
143,0.0029717682020802376,1.6690847753518052e-06,0.2612915749967646
144,0.003714710252600297,2.477086945751796e-07,0.2613423079412336
145,0.0004952947003467063,0.0,0.26112260734609416
146,0.0024764735017335313,6.371903629613381e-05,0.27458180334557325
147,0.0014858841010401188,0.0,0.26119016817593793
148,0.004952947003467063,3.684710571664146e-06,0.26142690664249646
149,0.003467062902426944,7.586570256869984e-07,0.26132539477090344
150,0.0027241208519068845,0.00014003973897459138,0.2791179926729799
151,0.001733531451213472,0.0,0.2612070638463031
152,0.0012382367508667657,0.0,0.2611732746911584
153,0.0004952947003467063,0.0,0.26112260734609416
154,0.0004952947003467063,0.0,0.26112260734609416
155,0.0007429420505200594,0.0,0.2611394942766604
156,0.0029717682020802376,7.46469297854477e-05,0.27461915125136016
157,0.0007429420505200594,0.0,0.2611394942766604
158,0.006191183754333828,7.134765154796495e-06,0.2615115601321158
159,0.003467062902426944,1.4955099671473216e-06,0.26132539477090344
160,0.0004952947003467063,0.0,0.26112260734609416
161,0.006191183754333828,2.1839424646888773e-06,0.2615115601321158
162,0.001981178801386825,6.205127619618727e-08,0.2612239617026782
163,0.0014858841010401188,3.693970547341994e-05,0.2676121678043608
164,0.0007429420505200594,0.0,0.2611394942766604
165,0.0027241208519068845,0.0,0.2612746683921061
166,0.0009905894006934125,3.3027825943357277e-07,0.2677186236159915
167,0.001733531451213472,9.908347783007184e-08,0.2612070638463031
168,0.0027241208519068845,0.0,0.2612746683921061
169,0.009410599306587419,0.0004446429378638551,0.27510560021801334
170,0.011391778107974244,1.6422121682640414e-05,0.26186770428015566
171,0.005448241703813769,0.016763915235515774,0.37049270575282134
172,0.010153541357107478,1.228373022196001e-05,0.26178282009724474
173,0.0029717682020802376,0.003520975841965112,0.28904795991410165
174,0.0009905894006934125,0.0,0.26115638339154057
175,0.004210004952947003,5.6524764971631464e-06,0.2613761408505405
176,0.003467062902426944,1.1852281189239137e-06,0.26132539477090344
177,0.0027241208519068845,9.360878237596251e-07,0.2612746683921061
178,0.0032194155522535907,1.8069325971233329e-06,0.2613084837895554
179,0.0007429420505200594,0.0,0.2611394942766604
180,0.004952947003467063,3.7628130271182043e-07,0.26142690664249646
181,0.0024764735017335313,1.238543472875898e-07,0.26125776397515527
182,0.0007429420505200594,0.0,0.2611394942766604
183,0.0004952947003467063,0.0,0.26112260734609416
184,0.004457652303120356,9.285322884530218e-07,0.2613930605903677
185,0.0064388311045071814,4.756107372602787e-06,0.26152849740932643
186,0.010896483407627538,7.820758250233079e-06,0.26183374400207493
187,0.00396235760277365,8.273503492824969e-08,0.2613592233009709
188,0.01188707280832095,1.3376787317909276e-05,0.2619016733687897
189,0.001733531451213472,6.57420497648389e-06,0.2790408403012922
190,0.0009905894006934125,4.954173891503592e-07,0.26115638339154057
191,0.0007429420505200594,0.0,0.2611394942766604
192,0.0012382367508667657,7.446153143542473e-07,0.2611732746911584
193,0.0012382367508667657,2.477086945751796e-07,0.2611732746911584
194,0.0047052996532937095,3.0255847694539794e-07,0.2614099825208778
195,0.002228826151560178,0.0,0.2612408617454875
196,0.0032194155522535907,1.9816695566014368e-07,0.2613084837895554
197,0.00396235760277365,3.7531620390178727e-07,0.2613592233009709
198,0.0029717682020802376,0.0018390242603681594,0.2854920814479638
199,0.011639425458147598,7.178146126991089e-06,0.2618846877229392
200,0.014115898959881128,1.773068693573719e-05,0.2620546433902265
201,0.0009905894006934125,0.0,0.26115638339154057
202,0.0009905894006934125,3.1868727786285786e-06,0.26757670134517264
203,0.014115898959881128,1.807090018828317e-05,0.2620546433902265
204,0.005448241703813769,2.0406478172145743e-06,0.26146076146076147
205,0.0004952947003467063,0.0,0.26112260734609416
206,0.0009905894006934125,4.1284782429196595e-07,0.26115638339154057
207,0.0007429420505200594,0.0,0.2611394942766604
208,0.001733531451213472,0.0,0.2612070638463031
209,0.00024764735017335313,0.0,0.26110572259941806
210,0.00024764735017335313,0.0,0.26110572259941806
211,0.007429420505200594,3.6329054874135694e-06,0.26159626846333245
212,0.004457652303120356,5.976096891706452e-07,0.2613930605903677
213,0.009658246656760773,0.0004977286087593075,0.2751243442120324
214,0.004210004952947003,4.629793458131333e-07,0.2613761408505405
215,0.00024764735017335313,0.0,0.26110572259941806
216,0.0004952947003467063,0.0,0.26112260734609416
217,0.001981178801386825,1.6258435369161173e-05,0.27906012439530065
218,0.002228826151560178,0.0,0.2612408617454875
219,0.0014858841010401188,0.0,0.26119016817593793
220,0.0009905894006934125,0.0,0.26115638339154057
221,0.001981178801386825,0.0,0.2612239617026782
222,0.0027241208519068845,2.2293782511766163e-06,0.2612746683921061
223,0.006686478454680535,1.0935758614409507e-06,0.261545436880627
224,0.006934125804853888,3.0754069723232567e-06,0.2615623785464438
225,0.0024764735017335313,6.865069535369263e-07,0.26125776397515527
226,0.003467062902426944,3.116018102394124e-07,0.26132539477090344
227,0.003714710252600297,4.889297804829139e-06,0.2613423079412336
228,0.0007429420505200594,0.0,0.2611394942766604
229,0.0014858841010401188,0.0,0.26119016817593793
230,0.002228826151560178,0.0,0.2612408617454875
231,0.005200594353640416,4.197515531157447e-06,0.2614438329556491
232,0.006191183754333828,2.017619410622028e-06,0.2615115601321158
233,0.0004952947003467063,0.0,0.26112260734609416
234,0.0004952947003467063,0.0,0.26112260734609416
235,0.0012382367508667657,0.0,0.2611732746911584
236,0.009162951956414065,1.094977697448556e-05,0.26171495236243436
237,0.001733531451213472,0.0,0.2612070638463031
238,0.005695889053987122,8.538162091425238e-07,0.2614776921582594
239,0.014611193660227836,3.4115959717723174e-05,0.26208866099824757
240,0.0007429420505200594,0.0,0.2611394942766604
241,0.0004952947003467063,0.0,0.26112260734609416
242,0.005943536404160475,3.7842417951409774e-06,0.26149462504856885
243,0.001981178801386825,0.0,0.2612239617026782
244,0.0004952947003467063,0.0,0.26112260734609416
245,0.0012382367508667657,2.477086945751796e-07,0.2611732746911584
246,0.003467062902426944,1.7446208240769933e-05,0.2746565093184601
247,0.0007429420505200594,2.477086945751796e-07,0.2611394942766604
248,0.005200594353640416,3.950897967723191e-06,0.2614438329556491
249,0.005943536404160475,9.148131004923609e-07,0.26149462504856885
250,0.0012382367508667657,4.954173891503592e-08,0.2611732746911584
251,0.003467062902426944,1.1724878209891834e-06,0.26132539477090344
252,0.016097077761267953,3.169894436530021e-05,0.2621907668333225
253,0.0007429420505200594,0.0,0.2611394942766604
254,0.004210004952947003,1.7398586880875707e-07,0.2613761408505405
255,0.0004952947003467063,0.0,0.26112260734609416
256,0.0004952947003467063,0.0,0.26112260734609416
257,0.004457652303120356,2.7493401285821403e-06,0.2613930605903677
258,0.003714710252600297,0.0,0.2613423079412336
259,0.001981178801386825,0.0,0.2612239617026782
260,0.001981178801386825,4.136751746412484e-07,0.2612239617026782
261,0.009410599306587419,4.450331973185888e-06,0.2617319159968888
262,0.0009905894006934125,0.0,0.26115638339154057
263,0.001733531451213472,8.256956485839319e-08,0.2612070638463031
264,0.0012382367508667657,0.0,0.2611732746911584
265,0.006686478454680535,3.536913560562968e-06,0.261545436880627
266,0.004457652303120356,1.7398586880875707e-07,0.2613930605903677
267,0.0004952947003467063,0.0,0.26112260734609416
268,0.0027241208519068845,0.0,0.2612746683921061
269,0.0014858841010401188,4.864045554395684e-05,0.2917840884456969
270,0.0009905894006934125,0.0,0.26115638339154057
271,0.018078256562654778,3.198454429012026e-05,0.2623270317676866
272,0.01114413075780089,2.653859081507721e-05,0.2618507230400104
273,0.002228826151560178,0.0,0.2612408617454875
274,0.003467062902426944,2.4906973135855966e-07,0.26132539477090344
275,0.0024764735017335313,1.238543472875898e-07,0.26125776397515527
276,0.004457652303120356,8.370449370665769e-07,0.2613930605903677
277,0.016097077761267953,4.16089912585968e-05,0.2621907668333225
278,0.0024764735017335313,6.831550026932618e-07,0.26125776397515527
279,0.0004952947003467063,0.0,0.26112260734609416
280,0.010648836057454186,1.0953686960512951e-05,0.261816767165921
281,0.00396235760277365,1.290881441075314e-06,0.2613592233009709
282,0.0004952947003467063,0.0,0.26112260734609416
283,0.0012382367508667657,0.0,0.2611732746911584
284,0.00396235760277365,1.4663800000140253e-06,0.2613592233009709
285,0.011639425458147598,0.0005643528134711788,0.27527438816551913
286,0.0004952947003467063,0.0,0.26112260734609416
287,0.00024764735017335313,0.0,0.26110572259941806
288,0.0009905894006934125,0.0,0.26115638339154057
289,0.0009905894006934125,0.0,0.26115638339154057
290,0.003467062902426944,1.6589093045601032e-07,0.26132539477090344
291,0.008915304606240713,1.1427565806997018e-05,0.26169799092676604
292,0.00024764735017335313,0.0,0.26110572259941806
293,0.0007429420505200594,0.0,0.2611394942766604
294,0.0007429420505200594,0.0,0.2611394942766604
295,0.0024764735017335313,3.279601299388853e-07,0.26125776397515527
296,0.001733531451213472,8.256956485839319e-08,0.2612070638463031
297,0.006191183754333828,8.09026458534159e-07,0.2615115601321158
298,0.0027241208519068845,5.5046376572262126e-08,0.2612746683921061
299,0.004952947003467063,2.769029335786829e-06,0.26142690664249646
300,0.001733531451213472,3.356678559946131e-07,0.2612070638463031
301,0.0007429420505200594,2.477086945751796e-07,0.2611394942766604
302,0.004952947003467063,4.1756608514101694e-07,0.26142690664249646
303,0.005200594353640416,2.0549098329628428e-06,0.2614438329556491
304,0.013620604259534423,0.0005779715278472666,0.2754245958665848
305,0.0004952947003467063,0.0,0.26112260734609416
306,0.002228826151560178,0.0,0.2612408617454875
307,0.0009905894006934125,0.0,0.26115638339154057
308,0.005943536404160475,0.00011279208746499109,0.2748434522188946
309,0.0024764735017335313,0.0,0.26125776397515527
310,0.0032194155522535907,1.2055156469325407e-06,0.2613084837895554
311,0.001733531451213472,2.477086945751796e-07,0.2612070638463031
312,0.0064388311045071814,9.821846334107913e-06,0.26152849740932643
313,0.009162951956414065,8.690469210839739e-06,0.26171495236243436
314,0.0032194155522535907,2.036715933173699e-07,0.2613084837895554
315,0.013868251609707775,0.0005430293470076925,0.27544338335607094
316,0.0004952947003467063,0.0,0.26112260734609416
317,0.001733531451213472,0.0,0.2612070638463031
318,0.0027241208519068845,7.857807273566195e-08,0.2612746683921061
319,0.001981178801386825,0.0,0.2612239617026782
320,0.005200594353640416,7.096478783374994e-06,0.2614438329556491
321,0.0007429420505200594,0.0,0.2611394942766604
322,0.017830609212481426,0.0015737653880200633,0.27574433214968586
323,0.009658246656760773,1.2904477313749364e-05,0.26174888183055683
324,0.0064388311045071814,0.00021060150340682606,0.2748808713410483
325,0.009658246656760773,2.1902601287318223e-06,0.26174888183055683
326,0.0047052996532937095,1.9107853304857665e-06,0.2614099825208778
327,0.0009905894006934125,0.0,0.26115638339154057
328,0.002228826151560178,0.0,0.2612408617454875
329,0.007429420505200594,1.6666639685937347e-05,0.26159626846333245
330,0.00396235760277365,6.19271736437949e-08,0.2613592233009709
331,0.004952947003467063,2.540459664998854e-07,0.26142690664249646
332,0.010648836057454186,1.4819814066786315e-05,0.261816767165921
333,0.001981178801386825,3.1848260731094517e-07,0.2612239617026782
334,0.006934125804853888,7.3250968844629955e-06,0.2615623785464438
335,0.00024764735017335313,0.0,0.26110572259941806
336,0.0007429420505200594,0.0,0.2611394942766604
337,0.002228826151560178,2.9725043349021553e-07,0.2612408617454875
338,0.001733531451213472,5.775635203428118e-07,0.2612070638463031
339,0.006686478454680535,0.0003477142518573245,0.2748995847232623
340,0.0014858841010401188,0.0,0.26119016817593793
341,0.0029717682020802376,4.1284782429196596e-08,0.2612915749967646
342,0.008420009905894007,4.0849304386645026e-06,0.26166407465007774
343,0.004457652303120356,1.7542100648367677e-06,0.2613930605903677
344,0.002228826151560178,3.747548065547745e-07,0.2612408617454875
345,0.00396235760277365,2.963657595810184e-07,0.2613592233009709
346,0.006686478454680535,7.542139967208087e-06,0.261545436880627
347,0.001733531451213472,0.0,0.2612070638463031
348,0.05671124318969787,0.035996031360379266,0.36991572004397216
414,0.03937592867756315,0.043357743577209125,0.3695433330282786
428,0.02847944526993561,0.060825797545862974,0.3948371956585509
1684,0.1961367013372957,0.3445358135783921,0.39360561458231796
1912,0.18697374938088163,0.2163237472304947,0.35094733182687293
2814,0.0004952947003467063,0.0,0.3057701044979555
2838,0.0009905894006934125,0.0,0.30607140150079587
2885,0.0009905894006934125,0.0,0.30607140150079587
3003,0.0009905894006934125,0.0,0.30607140150079587
3173,0.004457652303120356,0.0005686829409271816,0.3061410159211524
3290,0.0012382367508667657,1.533434775941588e-07,0.3063732928679818
353,0.02526002971768202,0.002286871522211903,0.36309684380901
363,0.0237741456166419,0.002126044644386627,0.3270430063983154
366,0.024021792966815253,0.001277919719964247,0.34098969768620163
376,0.03293709757305597,0.008095310341786184,0.36655773420479304
389,0.01188707280832095,0.00137791311963452,0.3215480172001911
420,0.008420009905894007,0.000477426688447628,0.3610192221725525
475,0.03021297672114908,0.005091331081246099,0.3661920740001814
483,0.057206537890044575,0.01095202683042471,0.3698479575013739
484,0.026498266468548786,0.002779479109460832,0.3631621548700423
517,0.025755324418028726,0.0015586425874786097,0.34122021294574956
526,0.024269440316988605,0.0017014271911860335,0.3408457837427197
538,0.021545319465081723,0.001045088410225587,0.3231951336641588
563,0.022535908865775136,0.0573551202300251,0.3939127889961955
566,0.021050024764735015,0.0018720210118866327,0.36496746203904556
580,0.020802377414561663,0.002053811190037988,0.34503973340169186
596,0.011391778107974244,0.0016053696494495555,0.32278177458033575
601,0.006191183754333828,0.0003753051039539221,0.33861635220125785
606,0.022535908865775136,0.001019308015780895,0.3408745568124261
629,0.0027241208519068845,5.201644765395788e-05,0.32032365540218943
637,0.02847944526993561,0.001825824638067631,0.32564516129032256
641,0.016344725111441305,0.00033777873534921485,0.33992760333361394
649,0.0012382367508667657,2.7537948832028274e-05,0.32032365540218943
651,0.018078256562654778,0.0014754310117795167,0.36228243315987796
896,0.031203566121842496,6.417106795863907e-05,0.3199429522224863
897,0.016344725111441305,1.6709812859834336e-05,0.3165569143932267
898,0.009410599306587419,1.3189728567053527e-07,0.3158635794743429
899,0.0007429420505200594,0.0,0.31500117013807627
900,0.0032194155522535907,8.741008057392797e-07,0.3152470918885159
901,0.008420009905894007,6.23988797627491e-07,0.3157647794807632
902,0.011391778107974244,9.099458678491446e-07,0.3160613650594865
903,0.008420009905894007,2.1200738788169478e-06,0.3157647794807632
904,0.0007429420505200594,1.238543472875898e-07,0.31527170518425984
905,0.004210004952947003,3.914838552116587e-07,0.3172283761489512
906,0.019316493313521546,6.443414795014827e-06,0.3173779768922424
907,0.0032194155522535907,8.242211920686035e-07,0.3152470918885159
908,0.0079247152055473,0.00030228159704037634,0.3331683168316832
909,0.0029717682020802376,9.33036082899843e-07,0.3152224824355972
910,0.0012382367508667657,0.0,0.3150503237887181
911,0.00024764735017335313,0.0,0.31495203182279075
912,0.002228826151560178,9.082652134423251e-07,0.3151486771247951
913,0.010896483407627538,9.670272910011126e-06,0.31710381655410713
914,0.00396235760277365,1.375026106553595e-06,0.31532094330782445
915,0.00866765725606736,6.626237211782598e-05,0.3344653358734366
916,0.03640416047548291,0.0007905661907303234,0.33669640623697156
917,0.032194155522535906,0.0002980060685062547,0.3202982470056318
918,0.00024764735017335313,0.0,0.31495203182279075
919,0.007181773155027241,7.210037856628165e-06,0.317353033637221
920,0.0032194155522535907,2.8919503360690957e-06,0.3152470918885159
921,0.02625061911837543,0.00031878105241435126,0.33554927704836296
922,0.007429420505200594,1.9432448446000804e-06,0.3156660412757974
923,0.001981178801386825,1.1893305912605347e-06,0.3158635794743429
924,0.01114413075780089,9.474913235544845e-06,0.3160366283165062
925,0.041357107478949974,0.000851019405349907,0.3372588323728389
926,0.005200594353640416,1.4103567421333572e-06,0.3154441059292243
927,0.018573551263001486,2.0007957938415813e-05,0.31725329981143935
928,0.002228826151560178,0.0,0.3151486771247951
929,0.0012382367508667657,1.708582337762422e-07,0.3156660412757974
930,0.012877662209014363,0.00011223810173370122,0.33644392601233125
931,0.003714710252600297,1.1878800234317146e-06,0.315937720053204
932,0.015601783060921248,9.327259736623694e-06,0.3164824829532095
933,0.006191183754333828,1.9341844532886437e-06,0.31725329981143935
934,0.020307082714214955,7.360520722864798e-06,0.31695447409733124
935,0.001733531451213472,5.119313021220377e-07,0.3150994927818962
936,0.009162951956414065,2.2148433736870204e-06,0.31870560378847673
937,0.001733531451213472,0.0,0.3150994927818962
938,0.007181773155027241,1.550495960183745e-06,0.31564136637223483
939,0.004210004952947003,0.0,0.3153455681374463
940,0.004210004952947003,3.4915130282977696e-07,0.3153455681374463
941,0.01337295690936107,1.297435589705612e-05,0.31625939849624063
942,0.016097077761267953,1.4100081353871604e-05,0.3182534678436318
943,0.0029717682020802376,4.896004362892172e-07,0.3152224824355972
944,0.009162951956414065,4.690651966676743e-06,0.31583887368009383
945,0.0009905894006934125,0.0,0.31502574504602904
946,0.04110946012877662,0.00010331705491266087,0.31953786499960435
947,0.02847944526993561,2.0722162922415805e-05,0.31777760289604157
948,0.009410599306587419,6.006867897803411e-06,0.31797779352704936
949,0.005695889053987122,2.019471531349319e-06,0.315962441314554
950,0.0024764735017335313,1.6781743661051243e-06,0.31517327505463627
951,0.004952947003467063,8.927498680710521e-05,0.3334434351775392
952,0.020802377414561663,2.116604976287346e-06,0.31700423928403204
953,0.02699356116889549,5.674225908573549e-05,0.3187307601231352
954,0.013620604259534423,5.426228422428416e-06,0.3180028350921405
955,0.0024764735017335313,0.0,0.31517327505463627
956,0.0024764735017335313,0.0,0.31517327505463627
957,0.016097077761267953,1.2521745388829106e-05,0.31710381655410713
958,0.005943536404160475,8.256956485839319e-08,0.31551804969526487
959,0.011391778107974244,5.408607790440964e-06,0.3160613650594865
960,0.025507677067855374,1.6397783891821533e-05,0.3174777891343659
961,0.0032194155522535907,1.0416495181914053e-05,0.3158635794743429
962,0.006686478454680535,6.853196381327357e-05,0.33474260134294953
963,0.008172362555720653,4.2625909226373275e-06,0.3162098668754894
964,0.0064388311045071814,6.436734573669935e-06,0.3155673648015005
965,0.00396235760277365,7.060715314166289e-07,0.31532094330782445
966,0.02847944526993561,9.889279284169455e-06,0.31777760289604157
967,0.026498266468548786,5.178372418736108e-05,0.31805293005671076
968,0.009905894006934125,2.378894628129564e-05,0.3180028350921405
969,0.0079247152055473,6.315175892499467e-07,0.3157154026583268
970,0.003714710252600297,0.0,0.31529632232372923
971,0.008420009905894007,1.2945565686312844e-06,0.3157647794807632
972,0.005200594353640416,1.5833205072368127e-07,0.3154441059292243
973,0.004457652303120356,1.3314594525525766e-05,0.3162346307463388
974,0.0027241208519068845,4.045908678061267e-07,0.3151978768246039
975,0.01337295690936107,1.149375415355989e-06,0.31625939849624063
976,0.005943536404160475,4.904773703220606e-06,0.31805293005671076
977,0.0064388311045071814,2.0764444224833324e-06,0.3155673648015005
978,0.025755324418028726,2.7763056315338625e-05,0.31750275200503225
979,0.0024764735017335313,0.0,0.31517327505463627
980,0.0316988608221892,2.0682453273615022e-05,0.31810304080668034
981,0.011639425458147598,1.960865788652384e-07,0.3160861056751468
982,0.016840019811788013,2.8805456760685796e-05,0.31660655480633526
983,0.015354135710747894,3.5512126746432326e-06,0.3164576802507837
984,0.010401188707280832,2.356371940414446e-06,0.31767760207694123
985,0.001733531451213472,0.0,0.3150994927818962
986,0.0027241208519068845,0.0,0.3151978768246039
987,0.0014858841010401188,3.096358682189745e-07,0.3152470918885159
988,0.010153541357107478,1.1462885194240053e-06,0.315937720053204
989,0.00866765725606736,9.874920802662815e-07,0.3157894736842105
990,0.007181773155027241,0.0010303336448471048,0.34188468376936754
